step;tick_counter;strelograph_work;pendulum_work;pendulum_control;pendulum_front;sagging_left;sagging_right;satellite;discrete_signals;position
1990;939156.0;-12.204657727593483;-3.173818576860384;-7.706398348813224;-4.247289623128523;8.18915801614763;3.3257597273501887;-0.0038192771084336;0.0;368.15
1991;939797.0;-12.204657727593483;-2.96577946768059;-7.913312693498455;-4.247289623128523;8.535178777393313;4.353308719113883;-0.0038192771084336;0.0;368.335
1992;940123.0;-11.9802399435427;-2.96577946768059;-8.327141382868945;-4.45327826535879;8.881199538638981;4.809997159897762;-0.0038192771084336;0.0;368.52
1993;940419.0;-11.9802399435427;-3.173818576860384;-7.706398348813224;-4.45327826535879;9.111880046136108;5.380857710877592;-0.0038192771084336;0.0;368.705
1994;940772.0;-11.9802399435427;-3.173818576860384;-7.706398348813224;-4.6592669075890285;9.284890426758936;5.780460096563473;-0.0038192771084336;0.0;368.89
1995;941407.0;-11.755822159491856;-3.173818576860384;-7.913312693498455;-4.45327826535879;9.688581314878888;6.522578812837267;-0.0038192771084336;0.0;369.075
1996;941758.0;-11.53140437544107;-2.96577946768059;-7.4994840041279645;-4.865255549819295;9.86159169550173;6.865095143425165;-0.0038192771084336;0.0;369.26
1997;942015.0;-11.306986591390228;-3.173818576860384;-7.292569659442734;-4.865255549819295;10.092272202998842;7.093439363817097;-0.0038192771084336;0.0;369.445
1998;942694.0;-11.082568807339442;-3.3818576860401777;-5.637254901960802;-4.45327826535879;10.322952710495969;7.664299914796928;-0.0038192771084336;0.0;369.63
1999;943016.0;-10.8581510232886;-3.589896795219971;-5.637254901960802;-4.45327826535879;10.38062283737024;7.835558080090877;-0.0038192771084336;0.0;369.815
2000;943608.0;-10.8581510232886;10.1406844106464;-5.844169246646032;-4.247289623128523;9.86159169550173;8.463504686168704;-0.003472070098576;0.0;370.0
2001;943962.0;-10.8581510232886;15.96577946768062;-5.016511867905081;-3.835312338668018;9.746251441753174;8.520590741266687;-0.0038192771084336;0.0;370.185
2002;944287.0;-10.633733239237811;-2.34166214014121;-5.844169246646032;-3.2173464119772746;9.919261822376017;8.691848906560637;-0.0038192771084336;0.0;370.37
2003;944612.0;-10.40931545518697;-13.575774035850088;-4.602683178534591;-3.62932369643778;9.919261822376017;8.977279182050552;-0.0038192771084336;0.0;370.555
2004;945224.0;-10.40931545518697;-9.206952743074424;-4.395768833849331;-2.1874032008259974;9.573241061130332;9.205623402442484;-0.0038192771084336;0.0;370.74
2005;945567.0;-10.184897671136184;-6.918522542096667;-5.223426212590312;-1.7754259163654922;9.51557093425606;9.262709457540469;-0.0038192771084336;0.0;370.925
2006;945891.0;-9.960479887085398;-6.294405214557287;-4.1888544891641;-1.7754259163654922;9.457900807381776;9.262709457540469;-0.0038192771084336;0.0;371.11
2007;946548.0;-9.51164431898377;-5.462248777838113;-3.7750257997936094;-1.363448631904987;9.284890426758936;9.376881567736431;-0.0038192771084336;0.0;371.295
2008;946842.0;-9.51164431898377;-4.422053231939145;-4.1888544891641;-0.7454827052142434;9.111880046136108;9.376881567736431;-0.0038192771084336;0.0;371.48
2009;947201.0;-9.287226534932929;-4.422053231939145;-3.7750257997936094;-0.3335054207537382;9.111880046136108;9.376881567736431;-0.0038192771084336;0.0;371.665
2010;947846.0;-8.838390966831298;-4.422053231939145;-3.981940144478841;-0.3335054207537382;8.938869665513266;9.376881567736431;-0.0038192771084336;0.0;371.85
2011;948179.0;-8.613973182780512;-4.214014122759352;-3.36119711042312;-0.1275167785234714;8.708189158016154;9.376881567736431;-0.0038192771084336;0.0;372.03499999999997
2012;948484.0;-8.165137614678883;-4.214014122759352;-3.36119711042312;0.0784718637067669;8.477508650519027;9.262709457540469;-0.0038192771084336;0.0;372.21999999999997
2013;948853.0;-8.38955539872967;-4.422053231939145;-2.7404540763673992;0.0784718637067669;8.246828143021915;9.1485373473445;-0.0038192771084336;0.0;372.405
2014;949516.0;-7.716302046577255;-4.214014122759352;-3.5681114551083795;0.4904491481672721;7.3241061130334515;8.74893496165862;-0.0038192771084336;0.0;372.59
2015;949855.0;-7.491884262526469;-4.422053231939145;-3.1542827657378893;1.108415074858044;7.093425605536339;8.406418631070721;-0.0038192771084336;0.0;372.775
2016;950197.0;-7.491884262526469;-4.630092341118939;-2.1197110423116783;0.9024264326277772;6.574394463667815;8.120988355580806;-0.0038192771084336;0.0;372.96
2017;950546.0;-7.491884262526469;-4.214014122759352;-1.7058823529411882;0.4904491481672721;6.11303344867359;7.892644135188874;-0.0038192771084336;0.0;373.145
2018;951237.0;-7.716302046577255;-4.214014122759352;-2.1197110423116783;1.3144037170882823;5.0749711649365565;7.207611474013063;-0.0038192771084336;0.0;373.33
2019;951572.0;-6.594213126323211;-4.005975013579558;-2.7404540763673992;1.3144037170882823;4.613610149942332;6.922181198523148;-0.0038192771084336;0.0;373.515
2020;951921.0;-6.594213126323211;-3.7979359043997647;-1.292053663570698;1.520392359318549;4.267589388696649;6.693836978131216;-0.0038192771084336;0.0;373.7
2021;952274.0;-6.818630910373997;-3.589896795219971;-1.498968008255957;1.520392359318549;3.690888119953868;6.180062482249355;-0.0038192771084336;0.0;373.885
2022;952986.0;-7.04304869442484;-5.254209668658319;-1.292053663570698;1.520392359318549;2.0184544405997684;5.837546151661456;-0.0038192771084336;0.0;374.07
2023;953340.0;-7.267466478475626;-4.630092341118939;-1.912796697626419;1.7263810015487877;2.0761245674740536;5.209599545583643;-0.0038192771084336;0.0;374.255
2024;953648.0;-7.04304869442484;-4.838131450298732;-1.912796697626419;1.7263810015487877;1.9607843137254832;5.15251349048566;-0.0038192771084336;0.0;374.44
2025;954044.0;-7.491884262526469;-4.838131450298732;-0.6713106295149771;1.7263810015487877;1.3264129181084172;5.72337404146549;-0.0038192771084336;0.0;374.625
2026;954408.0;-7.267466478475626;-5.254209668658319;-1.498968008255957;1.7263810015487877;1.845444059976927;5.666287986367507;-0.0038192771084336;0.0;374.81
2027;955138.0;-7.267466478475626;-5.462248777838113;-0.6713106295149771;1.7263810015487877;1.730103806228371;5.837546151661456;-0.0038192771084336;0.0;374.995
2028;955496.0;-7.04304869442484;-5.670287887017906;-1.912796697626419;1.7263810015487877;1.9031141868512125;6.0088043169554055;-0.0038192771084336;0.0;375.18
